slno,id,ward,wodetails,contractor,brnumber,amount,nett,deduction
100,494989,148,148-20-000040</a>Desilting of drains and other improvements works in Ejipura surrounding area ward no 148,M VENKATARAMAPPA [phone removed],BR - 000221 / 24-Jan-2022CBR - / Rtgs - 002525 / 04-Apr-2025,1128104,1070187,57917
101,494884,168,"168-20-000030</a>Annual Electrical maintenance of Buildings coming under Jayanagara Assembly Constituency in ward No 168, 170, 171, 169, 177, 178, 179 for a period of one year",DEVIELECTRICALSPROP.[phone removed],BR - 000138 / 24-Jan-2022CBR - / Rtgs - 002526 / 04-Apr-2025,582804,525329,57475
102,493639,172,172-16-000026</a>Proposed construction of room next to Post office at Taverekere in ward No 172 Madiwala.,SRIKANTAK[phone removed],BR - 000214 / 20-Jan-2022CBR - / Rtgs - 002527 / 04-Apr-2025,1277029,1188444,88585
103,494874,169,169-20-000091</a>Annual Electrical maintenance of New Jayanagara Shopping Complex in Ward No 169,SRIVAGDEVIENTERPRISE[phone removed],BR - 000140 / 24-Jan-2022CBR - / Rtgs - 002528 / 04-Apr-2025,367648,323831,43817
104,493658,172,172-16-000028</a>Proposed construction of Tailoring Training center at Taverekere in Ward 172.,SRIKANTAK[phone removed],BR - 000215 / 20-Jan-2022CBR - / Rtgs - 002529 / 04-Apr-2025,1672748,1527668,145080
105,493694,172,172-17-000025</a>Contstruction of 2nd Floor and other improvements to Urdu medium School at Madduramma colony in ward No:172 Madiwala,SRIKANTAK[phone removed],BR - 000219 / 21-Jan-2022CBR - / Rtgs - 002530 / 04-Apr-2025,1870072,1719205,150867
106,500889,145,145-20-000026</a>Annual Electrical Maintenance of wilson Garden Electric Crematorium in Hombegowdanagara Ward No 145,POWER MAC[phone removed],BR - 000146 / 14-Feb-2022CBR - / Rtgs - 002531 / 04-Apr-2025,991593,894458,97135
107,500933,154,154-20-000051</a>Annual Electrical maintenance of NR Colony Hospital and BBMP complex Building in ward No 154 for a period of one year,SREE BHARATHI ELECTR[phone removed],BR - 000147 / 14-Feb-2022CBR - / Rtgs - 002532 / 04-Apr-2025,273343,246321,27022
108,500998,153,153-20-000097</a>Annual electrical maintenance contract of 2nd Block BBMP Office Complex at Jayanagara 2nd Block in ward 153,B. K. ASSOCIATES[phone removed],BR - 000149 / 15-Feb-2022CBR - / Rtgs - 002533 / 04-Apr-2025,473898,450745,23153
109,504363,151,"151-20-000021</a>Providing cobble tiles pavers, concrete and urgent work (Emergency work) to internal street road and others Improvements works in BTM Layout Constituency of ward no 151",NANDISH GOWDA.G.R[phone removed],BR - 000242 / 05-Mar-2022CBR - / Rtgs - 002534 / 04-Apr-2025,8383174,7865387,517787
110,498969,154,154-21-000004</a>Improvements to energy saving system and other works at N R Colony Hospital in ward no 154,SREE BHARATHI ELECTR[phone removed],BR - 000075 / 07-Feb-2022CBR - / Rtgs - 002535 / 04-Apr-2025,5411280,4553902,857378
111,498961,161,161-21-000030</a>Providing and improvement works in Referral hospital in ward no 161,SREE BHARATHI ELECTR[phone removed],BR - 000074 / 07-Feb-2022CBR - / Rtgs - 002536 / 04-Apr-2025,5149288,4334919,814369
112,504609,143,143-20-000045</a>Pot hole filling in Concrete roads in Ward No.143,MANJUNATH D[phone removed],BR - 000180 / 11-Mar-2022CBR - / Rtgs - 002537 / 04-Apr-2025,736301,649060,87241
113,463158,179,"179-20-000060</a>Improvements of drains with Flagging course 9th, 10th, 11th main roads from 7th cross to 9th cross roads in ward No. 179 Shakambarinagara",DHANANJAYA V[phone removed],BR - 000054 / 12-Oct-2021CBR - / Rtgs - 002538 / 04-Apr-2025,1648161,1542405,105756
114,484565,144,144-20-000036</a>Development works in JC Colony Siddapura Village in ward no. 144 - Siddapura,AFZALPASHA [phone removed],BR - 000150 / 20-Dec-2021CBR - / Rtgs - 002539 / 04-Apr-2025,1796756,1675875,120881
115,485825,165,165-21-000003</a>Construction of Additional multipurpose room at RO Plant Premises at Banagirinagar in Ward No 165,KRISHNA S[phone removed],BR - 000126 / 17-Dec-2021CBR - / Rtgs - 002540 / 04-Apr-2025,1988388,1825584,162804
116,492999,146,146-20-000050</a>Road cutting restoration and Pothole filling Work in ward No 146 Lakkasandra,SIDDARAJUG[phone removed],BR - 000199 / 12-Jan-2022CBR - / Rtgs - 002541 / 04-Apr-2025,997465,924347,73118
117,492503,144,144-20-000035</a>Development works in Hombegowda Slum in ward no. 144 - Siddapura,MANJUNATH D[phone removed],BR - 000165 / 17-Jan-2022CBR - / Rtgs - 002542 / 04-Apr-2025,1387926,1269507,118419
118,498453,166,166-20-000065</a>Improvements to roads at open well road and 26th cross of Karisandra village in ward no 166,V V ENTERPRISES[phone removed],BR - 000142 / 05-Feb-2022CBR - / Rtgs - 002543 / 04-Apr-2025,1921718,1742179,179539
119,496384,123,123-20-000034</a>Stabilization and asphalting form 6th main to 9th main vijaynagar in ward no 123,CHANDRASHEKAR K[phone removed],BR - 000087 / 03-Feb-2022CBR - / Rtgs - 002544 / 04-Apr-2025,5469475,4622699,846776
120,499613,123,123-20-000033</a>Improvements to asphalting road Manjunath nagar and channel Road surrounding areas,CHANDRASHEKAR K[phone removed],BR - 000091 / 09-Feb-2022CBR - / Rtgs - 002545 / 04-Apr-2025,5445964,4612869,833095
121,502482,165,"165-19-000009</a>Providing interior works, Fire fighting works and other developmental works at Banashankari Referal Hospital in ward no 165 Ganeshmandir",DKN & ASSOCIATES [phone removed],BR - 000085 / 21-Feb-2022CBR - / Rtgs - 002546 / 04-Apr-2025,10543584,9791102,752482
122,504605,143,143-20-000044</a>Pot hole filling in Asphalt roads in Ward No.143,MANJUNATH D[phone removed],BR - 000181 / 11-Mar-2022CBR - / Rtgs - 002547 / 04-Apr-2025,973208,856170,117038
123,472390,144,144-20-000039</a>Development works Someshwara Colony and Wambe Quarters in ward no. 144 - Siddapura,K DIWAKAR [phone removed],BR - 000139 / 20-Nov-2021CBR - / Rtgs - 002548 / 04-Apr-2025,1869400,1755518,113882
124,491120,144,144-20-000038</a>Development works in Murali Slum and KHB Quarters in ward no. 144 - Siddapura,BHARATH KUMAR[phone removed],BR - 000166 / 21-Jan-2022CBR - / Rtgs - 002549 / 04-Apr-2025,1409582,1348318,61264
125,496591,176,176-20-000042</a>Potholes and Road cutting restoration in ward No 176 BTM Layout,PURUSHOTHAM KUMAR J[phone removed],BR - 000228 / 04-Feb-2022CBR - / Rtgs - 002550 / 04-Apr-2025,1186059,1102900,83159
126,711509,54,"054-23-000003</a> Augmentation of Water supply through Borewells, network of Pipe lines and Ground water recharge facilities in w.no.54 Hoodi, ward no.83 Kadugudi, ward no.84 Hagaduru (GO Sl no.12,13, 14, 15,16, Sl no.18, 19 Sl no. 20,21,22 and 23 (11-works -Package-12) ",MPP ENTERPRISES[phone removed],BR - 000203 / 25-Feb-2025CBR - / Rtgs - 001528 / 05-Apr-2025,62350704,56433727,5916977
127,599170,150,"150-23-000001</a> Providing Consultancy Services for Preparation of Detailed Project Report and Preparation of Estimation, Drawing and BOQ for the work of Restoration and Re - construction of Deteriorated Road due to BWSSB water supply ,UGD works coming under 110 villages in Varthur Ward no.149 and 150 and Bellanduru ward no.150 in Mahadevapura Assembly Constituency (Package.11) GO Sl no.41, 47, 48, 49, 50, 51, 52, 53, 54 (9 works) (Package Est.Cost.1008.00 Lakhs)",SAPIENCE CONSULTANTS[phone removed],BR - 000091 / 28-Aug-2023CBR - / Rtgs - 001529 / 05-Apr-2025,1000000,850000,150000
128,604776,52,"052-23-000002</a>Improvements to roads and drains at T.C.Palya and Anandapura Surrounding Layouts in Ward no. 52 K.R.Puram ( Papanna Layout, Beml layout, Rangappa Garden, Manjunatha layout, DNS Layout, Marthamma Layout, Vrudashrama Surroundings, Pavithra Layout, Manamma Layout, LVS Appartment roads etc.,,) (Package-9) (GO Sl.No 19) ",NAGESH G K[phone removed],BR - 000120 / 04-Oct-2023CBR - / Rtgs - 001530 / 05-Apr-2025,20904158,19678504,1225654
129,459929,150,"150-20-000083</a>Improvements to Roads and Drains Srinivas reddy house road 4th cross, Sommanna house road in 3rd cross Bellandur, and Bhoganahalli Crimotoriam road at ward no 150 Bellandur",NISCHAL CONSTRUCTION[phone removed],BR - 000160 / 14-Sep-2021CBR - / Rtgs - 001531 / 05-Apr-2025,6240255,5759468,480787
130,477935,150,"150-20-000084</a>Improvements to Roads and Drains Bellandur Aangala parameshwari temple to post office road, Haraluru reliable residency phase-1 2 and 3 vibgyor school road and Doddakannelli colony at ward no 150",NISCHAL CONSTRUCTION[phone removed],BR - 000204 / 20-Nov-2021CBR - / Rtgs - 001532 / 05-Apr-2025,6217503,5732388,485115
131,482891,51,"051-21-000010</a>Improvements of roads and drains in FCI Godown, Vinayaka Temple Surrounding area in Vijinapura ward no 51",NAGESHGADDURKRISHNAP[phone removed],BR - 000310 / 07-Dec-2021CBR - / Rtgs - 001533 / 05-Apr-2025,10377775,9751187,626588
132,487304,86,086-20-000026</a>Improvements to roads and drains of tulasi theatre cross roads at Marathahalli ward no 86,R LAXMINARAYAN[phone removed],BR - 000230 / 23-Dec-2021CBR - / Rtgs - 001534 / 05-Apr-2025,3600763,3039598,561165
133,477892,86,086-20-000027</a>Improvements to drains with Miissing covering slabs at Sanjay nagar govt. school to 10th cross of Marathahalli ward no 86,NAGARAJAN M[phone removed],BR - 000203 / 20-Nov-2021CBR - / Rtgs - 001535 / 05-Apr-2025,1878727,1767995,110732
134,479681,26,026-21-000023</a>Improvements to Kalyani Area Balance works (Stage-4 ) and Development of Surrounding Areas at Kalkere Village in Ramamurthy Nagara ward no 26,B.R.PRAVEEN[phone removed],BR - 000294 / 28-Nov-2021CBR - / Rtgs - 001536 / 05-Apr-2025,9854774,9377580,477194
135,476719,51,051-21-000022</a>Development works in Kuvempu Ground and Park Surrounding Area in Vijinapura Ward No. 51. ,SRINIVASAK[phone removed],BR - 000276 / 15-Nov-2021CBR - / Rtgs - 001537 / 05-Apr-2025,6132990,5798304,334686
136,499450,82,082-20-000060</a>Construction of New Drains at Kaverinagara Garudacharpalya in ward no 82,MURALIDHARAR[phone removed],BR - 000268 / 08-Feb-2022CBR - / Rtgs - 001538 / 05-Apr-2025,1779708,1533623,246085
137,496726,51,051-21-000012</a>Comprehensive Development of Roads and Drains at Gayatri School and Surrounding Area Vijinapura Ward No 51,NAGESHGADDURKRISHNAP[phone removed],BR - 000344 / 02-Feb-2022CBR - / Rtgs - 001539 / 05-Apr-2025,10394339,9635824,758515
138,483800,84,084-18-000082</a>Improvements to cross roads at Vijayanagar in Ward No. 84 Hagaduru ,PNARAYANASWAMY[phone removed],BR - 000218 / 09-Dec-2021CBR - / Rtgs - 001541 / 05-Apr-2025,1822480,1477732,344748
139,496187,84,084-19-000040</a>Improvements to roads and drains at Vinayaka Layout - Whitefield in Hagadur ward No.84,PNARAYANASWAMY[phone removed],BR - 000259 / 31-Jan-2022CBR - / Rtgs - 001542 / 05-Apr-2025,3306387,2653175,653212
140,635588,151,"151-21-000002</a>Construction and Improvements of Multipurpose buildings, Development of Play ground and parks in BTM Layout Constituency Annexure-6 Sl No 2",DASARADHA RAMI REDDY[phone removed],BR - 000064 / 31-Jan-2024CBR - / Rtgs - 002551 / 05-Apr-2025,29979100,28913380,1065720
141,496462,119,119-20-000040</a>Re Surface of cement concrete road balance portion of OTC road and Surrounding areas in ward no 119,R VELAYUTHAM[phone removed],BR - 000173 / 09-Feb-2022CBR - / Rtgs - 002554 / 05-Apr-2025,6283994,5358033,925961
142,496479,119,119-20-000039</a>Re Surface of cement concrete road balance portion of cobane pet road and Surrounding areas in ward no 119,R VELAYUTHAM[phone removed],BR - 000172 / 09-Feb-2022CBR - / Rtgs - 002555 / 05-Apr-2025,6270084,5345883,924201
143,472997,148,148-20-000007</a>Over all Improvements and Development of roads and drains in ward no.148,SATHISH NAYAK K[phone removed],BR - 000160 / 08-Nov-2021CBR - / Rtgs - 002556 / 05-Apr-2025,4898163,4666902,231261
144,476870,151,151-18-000068</a>Construction of RCC Drain to lead off rain water towards SWD in Jakkasandra Extension in ward no 151 Koramangala,SATHISH NAYAK K[phone removed],BR - 000166 / 18-Nov-2021CBR - / Rtgs - 002557 / 05-Apr-2025,1470450,1379016,91434
145,496452,119,119-19-000035</a>Providing cement concrete to Darmaraya Swamy Temple road from Pailwan Krishna road side in ward no 119 (balance length),R VELAYUTHAM[phone removed],BR - 000171 / 09-Feb-2022CBR - / Rtgs - 002558 / 05-Apr-2025,3468858,3109687,359171
146,489098,70,070-20-000004</a>Improvements to roads and drains at cross roads Kempegowda nagara in ward no 70 Rajgopalangara,RANGANNA K M[phone removed],BR - 000092 / 03-Jan-2022CBR - / Rtgs - 000430 / 07-Apr-2025,5927196,5632921,294275
147,496011,39,039-20-000006</a>Improvements and Asphalting to HMT layout in ward no 39 Chokkasandra,KUMAR D V[phone removed],BR - 000097 / 29-Jan-2022CBR - / Rtgs - 000431 / 07-Apr-2025,3613773,2935029,678744
148,496836,12,012-20-000037</a>Improvements to road and drain K G Halli Gurunath Layout and surroundings in ward no 12 Shettyhalli,K B CONSTRUCTIONS[phone removed],BR - 000100 / 02-Feb-2022CBR - / Rtgs - 000432 / 07-Apr-2025,10350513,9725754,624759
149,504331,13,013-20-000004</a>Pipe line park maintenance in ward no 13 Mallasandra Shettyhalli Sub division,KUMAR D V[phone removed],BR - 000111 / 04-Mar-2022CBR - / Rtgs - 000433 / 07-Apr-2025,2184838,1903388,281450
150,633864,72,"072-23-000009</a>Improvements of Roads and Drains in Mahadeshwara Nagara, KSRTC Layout, Maruthi Nagara and Nagarahole Circle and Surrounding area in Ward NO-72 Herohalli",031685 GANAPATHISTONECRUSHE[phone removed],BR - 000089 / 23-Jan-2024CBR - / Rtgs - 001469 / 07-Apr-2025,57194277,54722300,2471977
151,634047,159,159-23-000001</a>Improvements of Roads and Drains in Kengeri and Surrounding area in Ward No-159 Kengeri,031685 GANAPATHISTONECRUSHE[phone removed],BR - 000088 / 23-Jan-2024CBR - / Rtgs - 001470 / 07-Apr-2025,111950726,107111900,4838826
152,447169,159,159-20-000054</a>Providing Temporary Control Room in Kengeri Sub Division for 6 months,RANGASWAMY B T [phone removed],BR - 000081 / 06-Aug-2021CBR - / Rtgs - 001471 / 07-Apr-2025,1438819,1181969,256850
153,497569,129,129-21-000113</a>Improvements and Maintenance of Parks and other works in ward no 129 Jnanabharathi,D V SRIDHAR[phone removed],BR - 000245 / 03-Feb-2022CBR - / Rtgs - 001472 / 07-Apr-2025,9584892,9184700,400192
154,500646,40,040-22-000001</a>Drilling Borewells and Providing Water Supply and Other basic Infrastructure in BBMP Ward No.40 Doddabidarakallu,Y H AVINASH MASTI[phone removed],BR - 000051 / 24-Feb-2022CBR - / Rtgs - 001473 / 07-Apr-2025,29398041,25444513,3953528
155,500654,159,159-22-000001</a>Drilling Borewells and Providing Water Supply and Other basic Infrastructure in BBMP Limits of Yeshawanthapura,SIDDEGOWDA B[phone removed],BR - 000052 / 24-Feb-2022CBR - / Rtgs - 001474 / 07-Apr-2025,92924058,80041149,12882909
156,588949,65,"065-23-000002</a>Package-01 Comprehensive development of parks, 13th cross school Building & Children play Equipments, outdoor gym equipments in Malleshwaram division.",023672 NIKSHEP INFRA PROJEC[phone removed],BR - 000051 / 21-Jul-2023CBR - / Rtgs - 002366 / 07-Apr-2025,52872327,50252232,2620095
157,617354,45,"045-23-000002</a>Package - 05 Comprehensive Development of Asphalt Road, Drain & Rain water harvesting pit works in Malleshwaram Division ",023672 NIKSHEP INFRA PROJEC[phone removed],BR - 000078 / 15-Nov-2023CBR - / Rtgs - 002367 / 07-Apr-2025,78900780,74059859,4840921
158,631717,43,043-20-000048</a>Package-5 Development of Bule ward park in Mahalakshmi layout assembly Constituency Action plan approved vide sl No 171 in Annexure-6,VENKATACHALAPATHIM[phone removed],BR - 000185 / 12-Jan-2024CBR - / Rtgs - 002368 / 07-Apr-2025,13635608,11996772,1638836
159,637657,35,"035-23-000001</a> Package-06 Comprehensive development of Asphalt road, drain, development of Play ground, gym equipments to all Gym Buildings in Malleshwaram division",NIKSHEP INFRA PROJEC[phone removed],BR - 000117 / 08-Feb-2024CBR - / Rtgs - 002369 / 07-Apr-2025,74143139,70323108,3820031
160,479306,65,065-20-000055</a> Name Board in Kadu Malleshwaram in ward No 65,GULSHAN K LAKSHMAN [phone removed],BR - 000106 / 26-Nov-2021CBR - / Rtgs - 002370 / 07-Apr-2025,1238900,1120043,118857
161,482782,127,127-21-000006</a>Additional works to Jnana soudha near Vivekananda park at Kalyananagar in ward No 127,SIDDEGOWDA D[phone removed],BR - 000183 / 09-Dec-2021CBR - / Rtgs - 002371 / 07-Apr-2025,7447952,6181193,1266759
162,472134,75,075-21-000001</a>Improvements of drain and roads at J C Nagara Surrounding area in ward no 75 Shankarmutt.,VENKATA REDDY N [phone removed],BR - 000144 / 11-Nov-2021CBR - / Rtgs - 002372 / 07-Apr-2025,10449169,9664391,784778
163,472381,44,"044-20-000025</a>Construction of Prarthana Mandira, Providing Vishveshwaraiah statue near Toyota show room and other beautification works and RCC Drain at Kirloskar foundry and Shankaranagara in ward no 44 Marappanapalya",VENKATA REDDY N [phone removed],BR - 000145 / 11-Nov-2021CBR - / Rtgs - 002373 / 07-Apr-2025,7564497,7019398,545099
164,477383,67,067-20-000002</a>Providing Ornamental grill works and other allied works to Mahadevi park in ward no 67 Nagapura,SRI VENKATESWARA CON[phone removed],BR - 000166 / 18-Nov-2021CBR - / Rtgs - 002374 / 07-Apr-2025,7567764,6250152,1317612
165,466893,102,102-20-000135</a> Reserve Fund for Emergency Works ward no 102 Vrushabhavatthinagar,SHIVARAJU K M[phone removed],BR - 000116 / 25-Oct-2021CBR - / Rtgs - 002375 / 07-Apr-2025,1190545,991845,198700
166,478134,74,074-21-000001</a>Improvements to Drains and roads at Chandrappa Layout in ward no 74 Shakthiganapathinagara.,LAKSHMI SAI ENTERPRI[phone removed],BR - 000170 / 25-Nov-2021CBR - / Rtgs - 002376 / 07-Apr-2025,9807786,7962428,1845358
167,475435,74,074-20-000106</a>Elevation improvements and interior decorations and other development works to school building (behind Rangamandira) in ward no 74 Shakthiganapathinagara,NESHWARRAJU[phone removed],BR - 000147 / 15-Nov-2021CBR - / Rtgs - 002377 / 07-Apr-2025,9733614,7978353,1755261
168,475425,74,074-20-000030</a>Additional floors and other development works to school building (behind rangamandira) in ward no 74 Shakthiganapathinagar,NESHWARRAJU[phone removed],BR - 000153 / 17-Nov-2021CBR - / Rtgs - 002378 / 07-Apr-2025,19336333,15903549,3432784
169,447427,4,004-20-000004</a>Consultancy Services for Project Management Consultancy for the work of Providing and Fixing children play equipment Allalasandra lake in Ward No. 04 and Puttenahalli Lake in ward No.02,SHRIYA CONSTRUCTION [phone removed],BR - 000080 / 31-Jul-2021CBR - / Rtgs - 001433 / 08-Apr-2025,125000,112500,12500
